news_id,num_nouns,num_propernouns,num_personalnouns,num_ppssessivenouns,num_whpronoun,num_determinants,num_whdeterminants,num_cnum,num_adverb,num_interjections,num_verb,num_adj,num_vbd,num_vbg,num_vbn,num_vbp,num_vbz
394,118.0,70.0,9.0,4.0,6.0,84.0,3.0,27.0,36.0,0.0,53.0,82.0,20.0,24.0,30.0,22.0,31.0
395,86.0,54.0,23.0,8.0,6.0,42.0,0.0,7.0,16.0,0.0,25.0,24.0,28.0,10.0,4.0,10.0,10.0
396,150.0,50.0,49.0,22.0,5.0,78.0,2.0,10.0,33.0,0.0,36.0,73.0,50.0,31.0,21.0,26.0,30.0
397,297.0,145.0,57.0,17.0,4.0,159.0,11.0,22.0,56.0,0.0,58.0,113.0,23.0,21.0,31.0,37.0,69.0
398,77.0,44.0,1.0,4.0,0.0,30.0,3.0,17.0,8.0,0.0,10.0,28.0,29.0,10.0,6.0,3.0,6.0
399,69.0,39.0,0.0,3.0,0.0,33.0,3.0,9.0,9.0,0.0,6.0,29.0,14.0,3.0,10.0,6.0,13.0
400,114.0,50.0,11.0,3.0,1.0,67.0,2.0,9.0,21.0,0.0,26.0,87.0,8.0,11.0,13.0,31.0,16.0
401,598.0,285.0,142.0,42.0,18.0,368.0,40.0,98.0,202.0,0.0,162.0,292.0,79.0,91.0,54.0,168.0,114.0
402,177.0,49.0,29.0,8.0,4.0,126.0,14.0,5.0,56.0,0.0,56.0,99.0,9.0,42.0,31.0,33.0,66.0
403,34.0,33.0,3.0,7.0,0.0,13.0,1.0,2.0,7.0,0.0,12.0,24.0,7.0,4.0,3.0,3.0,7.0
404,171.0,101.0,17.0,13.0,5.0,95.0,8.0,17.0,47.0,0.0,39.0,97.0,22.0,43.0,16.0,43.0,34.0
405,106.0,103.0,24.0,9.0,4.0,54.0,7.0,4.0,21.0,0.0,21.0,39.0,34.0,14.0,22.0,11.0,15.0
406,127.0,95.0,9.0,7.0,1.0,64.0,5.0,12.0,12.0,0.0,26.0,60.0,32.0,21.0,34.0,19.0,10.0
407,73.0,48.0,19.0,6.0,3.0,81.0,3.0,6.0,26.0,0.0,23.0,56.0,29.0,21.0,19.0,29.0,11.0
408,138.0,76.0,31.0,19.0,2.0,71.0,3.0,10.0,41.0,0.0,35.0,59.0,19.0,13.0,8.0,22.0,21.0
409,364.0,212.0,9.0,14.0,0.0,96.0,2.0,54.0,22.0,0.0,42.0,184.0,36.0,21.0,15.0,16.0,28.0
410,71.0,37.0,22.0,3.0,3.0,36.0,0.0,5.0,16.0,0.0,18.0,47.0,16.0,13.0,7.0,19.0,11.0
411,37.0,9.0,3.0,3.0,0.0,24.0,1.0,0.0,3.0,0.0,13.0,20.0,1.0,5.0,2.0,3.0,9.0
412,148.0,114.0,24.0,11.0,9.0,93.0,4.0,4.0,24.0,0.0,32.0,70.0,20.0,23.0,16.0,25.0,29.0
413,45.0,77.0,5.0,4.0,1.0,42.0,1.0,5.0,10.0,0.0,14.0,27.0,20.0,15.0,12.0,5.0,5.0
414,105.0,50.0,20.0,6.0,0.0,62.0,9.0,5.0,30.0,0.0,29.0,61.0,11.0,23.0,17.0,21.0,32.0
415,120.0,119.0,19.0,9.0,4.0,66.0,5.0,17.0,18.0,0.0,32.0,70.0,41.0,11.0,15.0,17.0,21.0
416,110.0,48.0,5.0,6.0,0.0,57.0,4.0,20.0,29.0,0.0,22.0,62.0,21.0,16.0,15.0,9.0,8.0
417,189.0,42.0,11.0,8.0,0.0,82.0,11.0,6.0,27.0,0.0,43.0,86.0,7.0,24.0,20.0,31.0,29.0
418,140.0,65.0,8.0,7.0,9.0,70.0,6.0,11.0,39.0,0.0,23.0,97.0,16.0,28.0,27.0,31.0,25.0
419,370.0,322.0,45.0,34.0,2.0,233.0,16.0,46.0,69.0,0.0,115.0,164.0,97.0,49.0,54.0,57.0,53.0
420,89.0,38.0,6.0,11.0,2.0,39.0,0.0,7.0,12.0,0.0,18.0,24.0,10.0,20.0,11.0,6.0,16.0
421,135.0,52.0,29.0,8.0,3.0,79.0,7.0,18.0,37.0,0.0,39.0,80.0,2.0,17.0,19.0,37.0,27.0
422,63.0,52.0,6.0,7.0,0.0,45.0,1.0,10.0,9.0,0.0,16.0,31.0,6.0,8.0,12.0,9.0,7.0
423,608.0,671.0,137.0,114.0,37.0,328.0,8.0,124.0,60.0,0.0,78.0,273.0,255.0,75.0,47.0,29.0,24.0
424,36.0,92.0,9.0,3.0,1.0,22.0,0.0,3.0,8.0,0.0,6.0,27.0,5.0,4.0,3.0,6.0,18.0
425,43.0,23.0,4.0,2.0,0.0,28.0,0.0,7.0,13.0,0.0,7.0,24.0,16.0,12.0,5.0,4.0,3.0
426,84.0,37.0,9.0,10.0,8.0,37.0,1.0,7.0,16.0,0.0,29.0,49.0,10.0,18.0,6.0,19.0,13.0
427,68.0,24.0,6.0,3.0,3.0,37.0,2.0,2.0,13.0,0.0,19.0,38.0,5.0,12.0,15.0,18.0,10.0
428,299.0,84.0,37.0,29.0,12.0,163.0,10.0,14.0,54.0,0.0,72.0,145.0,37.0,42.0,29.0,47.0,36.0
429,9.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,0.0
430,110.0,88.0,26.0,5.0,2.0,70.0,6.0,9.0,26.0,0.0,33.0,61.0,31.0,17.0,9.0,22.0,19.0
431,283.0,170.0,36.0,15.0,11.0,216.0,14.0,50.0,75.0,0.0,73.0,152.0,102.0,30.0,51.0,43.0,43.0
432,141.0,84.0,25.0,3.0,2.0,82.0,6.0,2.0,36.0,0.0,40.0,62.0,30.0,22.0,14.0,21.0,25.0
433,83.0,53.0,7.0,2.0,1.0,54.0,2.0,11.0,17.0,0.0,12.0,35.0,27.0,13.0,18.0,7.0,9.0
434,62.0,46.0,11.0,5.0,0.0,37.0,1.0,21.0,12.0,0.0,19.0,25.0,11.0,12.0,2.0,8.0,14.0
435,160.0,113.0,16.0,10.0,2.0,94.0,7.0,33.0,40.0,0.0,52.0,118.0,9.0,27.0,20.0,21.0,23.0
436,109.0,83.0,29.0,11.0,0.0,57.0,7.0,14.0,51.0,0.0,36.0,71.0,7.0,22.0,20.0,37.0,15.0
437,49.0,24.0,4.0,7.0,2.0,27.0,3.0,4.0,10.0,0.0,10.0,13.0,10.0,4.0,7.0,8.0,7.0
438,109.0,82.0,14.0,8.0,2.0,78.0,2.0,17.0,19.0,0.0,32.0,53.0,28.0,13.0,17.0,16.0,18.0
439,77.0,61.0,20.0,7.0,2.0,50.0,2.0,4.0,25.0,0.0,34.0,35.0,27.0,19.0,8.0,6.0,16.0
440,36.0,15.0,6.0,2.0,1.0,20.0,0.0,5.0,7.0,0.0,6.0,16.0,12.0,6.0,2.0,8.0,4.0
441,142.0,132.0,18.0,8.0,2.0,77.0,7.0,12.0,38.0,0.0,37.0,61.0,19.0,30.0,17.0,24.0,16.0
442,80.0,89.0,3.0,7.0,2.0,44.0,3.0,16.0,13.0,0.0,23.0,33.0,11.0,10.0,11.0,6.0,14.0
443,324.0,324.0,131.0,26.0,14.0,204.0,5.0,36.0,96.0,0.0,98.0,145.0,75.0,47.0,44.0,77.0,59.0
444,66.0,45.0,7.0,8.0,2.0,42.0,1.0,9.0,7.0,0.0,22.0,39.0,12.0,6.0,17.0,10.0,10.0
445,41.0,72.0,6.0,3.0,0.0,30.0,3.0,6.0,12.0,0.0,19.0,21.0,21.0,10.0,5.0,3.0,10.0
446,543.0,1045.0,20.0,177.0,7.0,155.0,2.0,198.0,25.0,0.0,73.0,174.0,124.0,37.0,89.0,9.0,12.0
447,42.0,15.0,9.0,5.0,0.0,19.0,1.0,3.0,18.0,0.0,26.0,31.0,4.0,6.0,7.0,7.0,8.0
448,315.0,266.0,105.0,19.0,7.0,198.0,14.0,30.0,89.0,0.0,95.0,163.0,78.0,57.0,31.0,52.0,57.0
449,25.0,52.0,2.0,1.0,0.0,16.0,0.0,4.0,0.0,0.0,13.0,8.0,1.0,5.0,3.0,2.0,3.0
450,281.0,167.0,49.0,14.0,12.0,149.0,16.0,24.0,88.0,0.0,105.0,134.0,30.0,47.0,22.0,64.0,59.0
451,67.0,34.0,15.0,1.0,4.0,36.0,5.0,2.0,13.0,0.0,16.0,27.0,16.0,15.0,8.0,12.0,6.0
452,126.0,104.0,29.0,13.0,7.0,76.0,6.0,6.0,26.0,0.0,35.0,59.0,31.0,21.0,13.0,31.0,24.0
453,237.0,57.0,75.0,24.0,15.0,139.0,29.0,7.0,70.0,0.0,105.0,98.0,17.0,52.0,30.0,72.0,55.0
454,30.0,61.0,4.0,6.0,0.0,20.0,4.0,9.0,2.0,0.0,2.0,8.0,16.0,3.0,3.0,1.0,2.0
455,16.0,10.0,5.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,3.0,1.0,4.0,0.0
456,96.0,84.0,17.0,7.0,1.0,47.0,2.0,11.0,12.0,0.0,29.0,49.0,23.0,12.0,21.0,13.0,18.0
457,76.0,40.0,5.0,2.0,3.0,41.0,6.0,2.0,9.0,0.0,20.0,33.0,11.0,16.0,17.0,9.0,13.0
458,311.0,321.0,127.0,42.0,11.0,172.0,15.0,34.0,98.0,0.0,100.0,161.0,89.0,47.0,31.0,75.0,47.0
459,117.0,45.0,12.0,8.0,8.0,64.0,4.0,2.0,26.0,0.0,44.0,46.0,14.0,22.0,18.0,21.0,23.0
460,128.0,78.0,19.0,10.0,9.0,72.0,6.0,15.0,22.0,0.0,42.0,89.0,13.0,18.0,11.0,27.0,20.0
461,140.0,58.0,25.0,3.0,4.0,82.0,2.0,4.0,25.0,0.0,24.0,54.0,44.0,14.0,21.0,17.0,15.0
462,227.0,148.0,35.0,23.0,1.0,119.0,6.0,7.0,42.0,0.0,63.0,123.0,44.0,34.0,26.0,33.0,27.0
463,266.0,88.0,49.0,25.0,1.0,136.0,6.0,23.0,58.0,0.0,97.0,110.0,26.0,40.0,26.0,47.0,33.0
464,30.0,18.0,3.0,2.0,0.0,16.0,2.0,1.0,3.0,0.0,4.0,9.0,2.0,5.0,1.0,1.0,9.0
465,56.0,67.0,12.0,2.0,1.0,30.0,3.0,7.0,8.0,0.0,10.0,35.0,11.0,12.0,6.0,8.0,10.0
466,159.0,69.0,39.0,17.0,3.0,102.0,7.0,4.0,50.0,0.0,37.0,83.0,39.0,29.0,17.0,23.0,24.0
467,115.0,99.0,18.0,9.0,6.0,66.0,5.0,11.0,17.0,0.0,39.0,33.0,31.0,15.0,10.0,18.0,13.0
468,41.0,73.0,2.0,4.0,0.0,30.0,3.0,3.0,9.0,0.0,12.0,28.0,16.0,3.0,5.0,3.0,5.0
469,136.0,61.0,39.0,10.0,5.0,73.0,5.0,11.0,41.0,0.0,56.0,85.0,10.0,42.0,11.0,45.0,29.0
470,34.0,38.0,8.0,7.0,0.0,35.0,4.0,3.0,9.0,0.0,18.0,19.0,5.0,2.0,6.0,11.0,9.0
471,83.0,76.0,15.0,5.0,1.0,41.0,5.0,5.0,11.0,0.0,17.0,15.0,6.0,21.0,9.0,18.0,11.0
472,91.0,51.0,5.0,6.0,2.0,49.0,3.0,9.0,3.0,0.0,19.0,30.0,16.0,10.0,15.0,12.0,6.0
473,124.0,49.0,15.0,5.0,6.0,66.0,7.0,1.0,24.0,0.0,45.0,59.0,17.0,20.0,11.0,24.0,12.0
474,76.0,104.0,0.0,6.0,1.0,43.0,6.0,9.0,15.0,0.0,23.0,34.0,9.0,16.0,17.0,13.0,7.0
475,255.0,163.0,42.0,8.0,4.0,159.0,8.0,10.0,72.0,0.0,90.0,165.0,32.0,37.0,23.0,54.0,46.0
476,37.0,24.0,1.0,0.0,0.0,31.0,2.0,9.0,11.0,0.0,4.0,31.0,10.0,7.0,15.0,4.0,7.0
477,64.0,52.0,10.0,4.0,1.0,38.0,4.0,13.0,16.0,0.0,12.0,26.0,23.0,6.0,13.0,5.0,6.0
478,98.0,45.0,22.0,10.0,3.0,78.0,3.0,6.0,31.0,0.0,29.0,49.0,35.0,13.0,15.0,16.0,11.0
479,99.0,19.0,9.0,1.0,2.0,50.0,8.0,2.0,14.0,0.0,28.0,64.0,10.0,32.0,18.0,10.0,14.0
480,63.0,42.0,7.0,2.0,0.0,48.0,2.0,18.0,12.0,0.0,16.0,41.0,14.0,4.0,7.0,6.0,5.0
481,79.0,135.0,10.0,11.0,4.0,63.0,1.0,13.0,17.0,0.0,17.0,51.0,16.0,13.0,8.0,11.0,10.0
482,551.0,219.0,63.0,45.0,3.0,265.0,25.0,14.0,97.0,0.0,120.0,305.0,21.0,121.0,72.0,89.0,100.0
483,212.0,93.0,34.0,9.0,5.0,141.0,13.0,10.0,57.0,0.0,64.0,103.0,17.0,39.0,34.0,48.0,55.0
484,31.0,54.0,3.0,2.0,1.0,19.0,1.0,5.0,2.0,0.0,8.0,10.0,7.0,3.0,7.0,5.0,1.0
485,157.0,61.0,10.0,6.0,2.0,80.0,14.0,25.0,21.0,0.0,30.0,80.0,12.0,21.0,8.0,31.0,19.0
486,243.0,93.0,68.0,25.0,13.0,157.0,10.0,16.0,62.0,0.0,87.0,130.0,17.0,50.0,27.0,77.0,48.0
487,308.0,422.0,19.0,13.0,2.0,184.0,7.0,50.0,65.0,0.0,96.0,233.0,35.0,43.0,27.0,42.0,58.0
488,83.0,70.0,8.0,9.0,0.0,51.0,4.0,7.0,18.0,0.0,20.0,44.0,13.0,16.0,13.0,16.0,14.0
489,79.0,83.0,12.0,9.0,1.0,41.0,2.0,13.0,12.0,0.0,12.0,32.0,19.0,11.0,20.0,11.0,14.0
490,489.0,392.0,84.0,48.0,16.0,278.0,19.0,52.0,115.0,1.0,113.0,260.0,76.0,84.0,55.0,71.0,86.0
491,167.0,112.0,17.0,16.0,4.0,97.0,3.0,17.0,37.0,0.0,28.0,76.0,43.0,35.0,40.0,31.0,19.0
492,39.0,23.0,4.0,2.0,0.0,28.0,3.0,5.0,9.0,0.0,3.0,22.0,11.0,7.0,6.0,4.0,6.0
493,159.0,63.0,8.0,15.0,1.0,74.0,8.0,27.0,33.0,0.0,20.0,70.0,16.0,25.0,11.0,19.0,19.0
494,234.0,125.0,46.0,19.0,8.0,140.0,10.0,11.0,71.0,0.0,89.0,95.0,42.0,33.0,47.0,52.0,37.0
495,149.0,80.0,9.0,1.0,6.0,72.0,7.0,12.0,36.0,0.0,34.0,77.0,26.0,34.0,25.0,19.0,25.0
496,74.0,46.0,4.0,3.0,3.0,37.0,2.0,7.0,14.0,0.0,17.0,32.0,24.0,10.0,12.0,5.0,8.0
497,525.0,181.0,67.0,29.0,13.0,221.0,15.0,21.0,84.0,0.0,197.0,251.0,35.0,75.0,58.0,94.0,71.0
498,24.0,9.0,3.0,2.0,2.0,7.0,2.0,1.0,10.0,0.0,8.0,7.0,4.0,6.0,5.0,3.0,4.0
499,73.0,40.0,3.0,9.0,0.0,28.0,1.0,3.0,15.0,0.0,14.0,42.0,12.0,13.0,8.0,11.0,7.0
500,106.0,65.0,13.0,12.0,0.0,79.0,4.0,24.0,30.0,0.0,18.0,49.0,30.0,17.0,20.0,6.0,20.0
501,411.0,226.0,11.0,21.0,5.0,134.0,8.0,12.0,32.0,0.0,113.0,213.0,26.0,61.0,41.0,32.0,54.0
502,154.0,87.0,16.0,8.0,5.0,92.0,8.0,14.0,42.0,0.0,43.0,96.0,39.0,22.0,31.0,14.0,25.0
503,222.0,51.0,21.0,10.0,8.0,121.0,13.0,5.0,36.0,0.0,45.0,92.0,5.0,28.0,23.0,48.0,31.0
504,46.0,73.0,12.0,8.0,1.0,28.0,1.0,0.0,13.0,0.0,11.0,18.0,14.0,13.0,18.0,8.0,10.0
505,40.0,59.0,4.0,3.0,0.0,21.0,1.0,36.0,9.0,0.0,14.0,41.0,5.0,4.0,11.0,7.0,7.0
506,83.0,49.0,3.0,1.0,0.0,51.0,2.0,8.0,23.0,0.0,14.0,34.0,15.0,12.0,6.0,3.0,4.0
507,53.0,60.0,5.0,2.0,2.0,37.0,2.0,11.0,11.0,0.0,11.0,24.0,11.0,6.0,3.0,7.0,7.0
508,83.0,28.0,5.0,8.0,2.0,36.0,5.0,8.0,7.0,0.0,8.0,36.0,11.0,13.0,7.0,6.0,17.0
509,114.0,54.0,10.0,13.0,3.0,54.0,4.0,6.0,20.0,0.0,23.0,51.0,16.0,23.0,18.0,18.0,12.0
510,79.0,70.0,10.0,9.0,3.0,39.0,4.0,6.0,7.0,0.0,39.0,38.0,11.0,25.0,11.0,15.0,10.0
511,245.0,81.0,65.0,43.0,11.0,158.0,2.0,15.0,46.0,0.0,40.0,126.0,104.0,16.0,32.0,28.0,16.0
512,57.0,55.0,4.0,2.0,0.0,42.0,0.0,2.0,7.0,0.0,12.0,27.0,12.0,10.0,11.0,2.0,7.0
513,156.0,106.0,9.0,7.0,3.0,78.0,1.0,6.0,27.0,0.0,43.0,73.0,16.0,22.0,18.0,16.0,27.0
514,383.0,362.0,59.0,46.0,8.0,184.0,1.0,79.0,65.0,0.0,62.0,146.0,84.0,70.0,16.0,50.0,59.0
515,76.0,56.0,8.0,6.0,1.0,58.0,4.0,14.0,10.0,0.0,18.0,54.0,24.0,17.0,22.0,17.0,13.0
516,62.0,34.0,2.0,2.0,0.0,32.0,0.0,8.0,8.0,0.0,11.0,30.0,8.0,9.0,8.0,8.0,12.0
517,74.0,38.0,10.0,4.0,0.0,46.0,3.0,10.0,19.0,0.0,20.0,31.0,12.0,9.0,11.0,7.0,11.0
518,135.0,49.0,28.0,4.0,18.0,86.0,4.0,4.0,37.0,0.0,50.0,74.0,8.0,24.0,8.0,49.0,35.0
519,389.0,148.0,25.0,10.0,4.0,193.0,18.0,33.0,96.0,0.0,113.0,182.0,32.0,50.0,46.0,52.0,46.0
520,140.0,75.0,5.0,9.0,1.0,84.0,7.0,17.0,22.0,0.0,25.0,99.0,2.0,14.0,34.0,28.0,18.0
521,117.0,66.0,27.0,10.0,4.0,58.0,1.0,5.0,19.0,0.0,31.0,46.0,26.0,22.0,14.0,17.0,13.0
522,43.0,47.0,3.0,6.0,0.0,12.0,1.0,7.0,4.0,0.0,2.0,20.0,13.0,3.0,11.0,1.0,3.0
523,101.0,56.0,31.0,12.0,4.0,69.0,6.0,2.0,45.0,0.0,42.0,58.0,50.0,19.0,18.0,13.0,11.0
524,193.0,117.0,26.0,6.0,4.0,114.0,16.0,9.0,60.0,0.0,73.0,121.0,7.0,28.0,28.0,44.0,43.0
525,71.0,60.0,8.0,4.0,5.0,39.0,3.0,18.0,7.0,0.0,9.0,32.0,13.0,13.0,8.0,20.0,13.0
526,108.0,65.0,11.0,5.0,1.0,81.0,5.0,6.0,26.0,0.0,24.0,43.0,26.0,14.0,18.0,19.0,15.0
527,136.0,64.0,5.0,1.0,5.0,78.0,7.0,36.0,16.0,0.0,11.0,55.0,26.0,19.0,22.0,10.0,24.0
528,113.0,174.0,9.0,5.0,2.0,60.0,5.0,19.0,29.0,0.0,36.0,44.0,5.0,20.0,19.0,25.0,15.0
529,149.0,124.0,23.0,20.0,1.0,111.0,3.0,31.0,56.0,0.0,33.0,89.0,35.0,27.0,31.0,23.0,28.0
530,200.0,74.0,30.0,18.0,5.0,100.0,7.0,26.0,52.0,0.0,52.0,95.0,20.0,31.0,31.0,35.0,31.0
531,150.0,96.0,16.0,13.0,2.0,67.0,3.0,12.0,19.0,0.0,14.0,86.0,4.0,25.0,31.0,36.0,20.0
532,92.0,40.0,11.0,6.0,3.0,50.0,1.0,5.0,22.0,0.0,23.0,32.0,13.0,11.0,16.0,6.0,9.0
533,169.0,152.0,79.0,14.0,11.0,128.0,12.0,10.0,54.0,0.0,48.0,99.0,32.0,30.0,43.0,65.0,40.0
534,52.0,3.0,14.0,5.0,0.0,20.0,1.0,0.0,5.0,0.0,16.0,20.0,1.0,11.0,6.0,11.0,6.0
535,162.0,135.0,33.0,12.0,5.0,96.0,7.0,9.0,44.0,0.0,28.0,78.0,54.0,22.0,24.0,17.0,30.0
536,308.0,177.0,73.0,32.0,10.0,186.0,11.0,17.0,64.0,0.0,103.0,154.0,51.0,37.0,35.0,66.0,62.0
537,36.0,44.0,9.0,3.0,2.0,22.0,0.0,4.0,13.0,0.0,11.0,20.0,21.0,8.0,12.0,2.0,5.0
538,37.0,14.0,13.0,3.0,3.0,20.0,3.0,1.0,14.0,0.0,11.0,15.0,2.0,5.0,6.0,12.0,4.0
539,323.0,299.0,15.0,9.0,4.0,112.0,7.0,71.0,27.0,0.0,85.0,176.0,61.0,47.0,38.0,30.0,33.0
540,110.0,82.0,19.0,9.0,3.0,60.0,6.0,20.0,18.0,0.0,21.0,58.0,36.0,17.0,20.0,25.0,15.0
541,97.0,74.0,12.0,3.0,6.0,75.0,5.0,8.0,23.0,0.0,33.0,57.0,24.0,13.0,22.0,11.0,18.0
542,93.0,61.0,6.0,3.0,2.0,59.0,3.0,2.0,18.0,0.0,29.0,50.0,1.0,25.0,21.0,12.0,15.0
543,122.0,70.0,11.0,4.0,3.0,65.0,9.0,4.0,30.0,0.0,54.0,84.0,7.0,16.0,32.0,38.0,29.0
544,163.0,226.0,6.0,18.0,1.0,113.0,7.0,29.0,26.0,0.0,20.0,104.0,22.0,22.0,20.0,22.0,26.0
545,93.0,42.0,14.0,0.0,7.0,57.0,2.0,6.0,17.0,0.0,17.0,44.0,21.0,12.0,17.0,21.0,7.0
546,42.0,23.0,2.0,2.0,0.0,15.0,1.0,5.0,2.0,0.0,8.0,22.0,6.0,4.0,3.0,8.0,0.0
547,86.0,70.0,24.0,5.0,2.0,56.0,4.0,7.0,37.0,0.0,20.0,48.0,19.0,10.0,12.0,15.0,14.0
548,543.0,276.0,46.0,67.0,3.0,298.0,36.0,43.0,102.0,0.0,86.0,296.0,61.0,50.0,63.0,58.0,74.0
549,184.0,73.0,28.0,27.0,5.0,105.0,7.0,13.0,54.0,0.0,53.0,68.0,24.0,47.0,21.0,42.0,28.0
550,94.0,72.0,8.0,9.0,1.0,53.0,1.0,24.0,28.0,0.0,32.0,40.0,17.0,17.0,17.0,10.0,11.0
551,255.0,64.0,59.0,41.0,9.0,106.0,4.0,16.0,39.0,0.0,51.0,132.0,35.0,29.0,29.0,68.0,36.0
552,46.0,62.0,21.0,4.0,2.0,37.0,2.0,4.0,14.0,0.0,15.0,26.0,11.0,12.0,6.0,10.0,11.0
553,45.0,34.0,17.0,5.0,1.0,28.0,2.0,1.0,5.0,0.0,15.0,31.0,15.0,12.0,3.0,9.0,7.0
554,38.0,55.0,0.0,3.0,0.0,28.0,3.0,3.0,5.0,0.0,23.0,21.0,9.0,6.0,3.0,2.0,4.0
555,190.0,63.0,23.0,19.0,13.0,95.0,2.0,16.0,50.0,0.0,27.0,92.0,41.0,38.0,32.0,37.0,30.0
556,347.0,524.0,40.0,14.0,7.0,139.0,17.0,74.0,43.0,0.0,43.0,96.0,78.0,59.0,40.0,53.0,28.0
557,130.0,94.0,13.0,11.0,1.0,72.0,13.0,36.0,23.0,0.0,24.0,74.0,47.0,16.0,20.0,13.0,11.0
558,196.0,128.0,23.0,10.0,10.0,99.0,10.0,10.0,34.0,0.0,58.0,91.0,31.0,29.0,18.0,41.0,22.0
559,155.0,79.0,16.0,3.0,11.0,106.0,7.0,15.0,47.0,0.0,46.0,89.0,30.0,26.0,37.0,32.0,31.0
560,192.0,110.0,20.0,7.0,9.0,132.0,13.0,12.0,58.0,0.0,39.0,88.0,83.0,19.0,32.0,23.0,28.0
561,112.0,68.0,16.0,10.0,3.0,73.0,5.0,3.0,19.0,0.0,32.0,71.0,33.0,26.0,14.0,14.0,9.0
562,92.0,56.0,3.0,1.0,1.0,71.0,2.0,51.0,18.0,0.0,23.0,65.0,23.0,13.0,8.0,8.0,10.0
563,269.0,134.0,36.0,15.0,9.0,168.0,6.0,17.0,53.0,0.0,67.0,138.0,29.0,40.0,23.0,31.0,62.0
564,103.0,106.0,18.0,8.0,4.0,75.0,5.0,33.0,24.0,0.0,24.0,56.0,30.0,10.0,9.0,10.0,11.0
565,95.0,56.0,6.0,7.0,2.0,55.0,8.0,6.0,20.0,0.0,26.0,41.0,13.0,15.0,11.0,11.0,19.0
566,175.0,75.0,10.0,19.0,2.0,78.0,9.0,13.0,31.0,0.0,45.0,103.0,13.0,32.0,16.0,34.0,14.0
567,144.0,139.0,31.0,22.0,8.0,86.0,7.0,8.0,39.0,0.0,46.0,45.0,55.0,22.0,18.0,19.0,21.0
568,93.0,49.0,11.0,3.0,1.0,72.0,5.0,3.0,17.0,0.0,29.0,53.0,10.0,13.0,9.0,14.0,29.0
569,152.0,121.0,23.0,20.0,1.0,111.0,3.0,31.0,55.0,0.0,33.0,91.0,35.0,28.0,33.0,22.0,28.0
570,324.0,202.0,22.0,17.0,14.0,206.0,10.0,43.0,54.0,0.0,55.0,143.0,63.0,46.0,57.0,53.0,47.0
571,204.0,285.0,66.0,22.0,13.0,142.0,13.0,11.0,71.0,0.0,51.0,120.0,24.0,35.0,34.0,77.0,57.0
572,154.0,86.0,29.0,24.0,6.0,70.0,4.0,11.0,31.0,0.0,31.0,73.0,33.0,17.0,9.0,29.0,24.0
573,53.0,51.0,19.0,6.0,1.0,34.0,1.0,12.0,13.0,0.0,6.0,27.0,30.0,9.0,8.0,7.0,7.0
574,406.0,352.0,75.0,26.0,11.0,289.0,18.0,36.0,110.0,0.0,125.0,241.0,41.0,36.0,44.0,34.0,114.0
575,303.0,298.0,108.0,29.0,19.0,196.0,15.0,39.0,88.0,0.0,99.0,140.0,61.0,47.0,33.0,94.0,41.0
576,296.0,264.0,131.0,53.0,17.0,152.0,10.0,23.0,77.0,0.0,100.0,138.0,75.0,41.0,38.0,89.0,34.0
577,311.0,304.0,113.0,28.0,8.0,166.0,8.0,48.0,74.0,0.0,78.0,168.0,56.0,37.0,29.0,84.0,57.0
578,84.0,76.0,16.0,5.0,1.0,60.0,3.0,2.0,10.0,0.0,28.0,40.0,27.0,6.0,15.0,9.0,14.0
579,180.0,122.0,23.0,19.0,0.0,70.0,3.0,19.0,26.0,0.0,41.0,71.0,5.0,12.0,4.0,14.0,15.0
580,37.0,14.0,2.0,5.0,4.0,21.0,2.0,3.0,5.0,0.0,12.0,10.0,3.0,4.0,5.0,6.0,5.0
581,153.0,83.0,19.0,6.0,1.0,81.0,7.0,16.0,29.0,0.0,24.0,57.0,22.0,26.0,26.0,19.0,27.0
582,151.0,52.0,35.0,17.0,5.0,74.0,6.0,3.0,32.0,0.0,27.0,108.0,13.0,20.0,10.0,44.0,20.0
583,44.0,36.0,1.0,3.0,0.0,24.0,1.0,8.0,1.0,0.0,8.0,20.0,5.0,7.0,4.0,5.0,1.0
584,290.0,265.0,49.0,23.0,14.0,205.0,11.0,43.0,72.0,0.0,90.0,160.0,48.0,24.0,44.0,50.0,74.0
585,117.0,94.0,28.0,12.0,2.0,63.0,5.0,11.0,39.0,0.0,30.0,50.0,27.0,17.0,18.0,30.0,16.0
586,43.0,51.0,1.0,4.0,0.0,35.0,0.0,4.0,6.0,0.0,5.0,26.0,4.0,7.0,6.0,7.0,6.0
587,53.0,48.0,6.0,9.0,1.0,28.0,2.0,19.0,15.0,0.0,24.0,32.0,4.0,17.0,10.0,10.0,15.0
588,258.0,135.0,45.0,16.0,6.0,148.0,9.0,27.0,48.0,0.0,50.0,132.0,71.0,20.0,49.0,31.0,40.0
589,118.0,73.0,14.0,14.0,5.0,81.0,4.0,13.0,26.0,0.0,21.0,42.0,39.0,15.0,17.0,11.0,9.0
590,49.0,37.0,22.0,13.0,2.0,19.0,0.0,4.0,12.0,0.0,20.0,30.0,17.0,12.0,5.0,12.0,13.0
591,61.0,40.0,2.0,1.0,0.0,55.0,3.0,4.0,10.0,0.0,10.0,27.0,7.0,7.0,4.0,5.0,13.0
